zone_id,unit,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
1045,km/h,41.37,42.185,42.730000000000004,43.315,43.345,34.93,31.78,29.935000000000002,29.78,26.875,24.185,23.794999999999998,23.55,24.03,27.060000000000002,27.225,26.455000000000002,24.405,22.330000000000002,23.585,27.15,28.099999999999998,31.589999999999996,36.96
1047,km/h,42.71,44.485,45.14,45.725,44.165,29.255000000000003,22.985,19.505000000000003,18.485,20.725,21.485,21.490000000000002,21.509999999999998,20.830000000000002,21.695,21.69,18.765,16.005000000000003,15.415000000000001,19.975,25.75,27.99473684210526,35.364999999999995,37.595
1054,km/h,48.28,48.385000000000005,48.21,49.144999999999996,49.160000000000004,44.045,37.245,32.160000000000004,33.910000000000004,35.685,36.665,37.339999999999996,37.235,37.06,36.875,35.655,34.410000000000004,32.989999999999995,32.07,36.375,40.255,41.88421052631579,43.555,47.035000000000004
1055,km/h,54.52,55.129999999999995,55.325,56.325,56.86,54.065,51.529999999999994,48.9,47.235,45.980000000000004,45.989999999999995,46.005,45.855000000000004,46.235,46.239999999999995,45.155,41.63,39.32,37.225,38.4,44.43,46.49473684210526,49.125,52.98
1001044,km/h,42.9,40.735,40.03,44.125,45.4,42.295,35.81,29.93,30.695,32.21,32.015,32.415000000000006,32.64,31.82,32.730000000000004,32.46,30.544999999999998,25.665,23.619999999999997,30.555,37.589999999999996,39.257894736842104,40.89,42.97
1001045,km/h,44.095,43.1,43.515,43.585,44.214999999999996,42.855000000000004,38.585,36.36,35.3,35.97,36.725,37.269999999999996,37.12,37.135000000000005,36.83,36.285000000000004,33.89,29.244999999999997,29.810000000000002,36.45,39.495,40.53684210526316,42.42,43.57
1002381,km/h,48.46,49.245,49.81,50.485,49.55,44.269999999999996,32.57,26.27,28.869999999999997,31.075,30.665,32.535000000000004,34.005,35.43,34.155,34.025,26.95,18.65,20.98,30.994999999999997,38.255,37.99473684210526,41.739999999999995,46.025
1002382,km/h,48.345,49.5,50.325,50.730000000000004,50.03,46.44,42.375,39.8,39.05,39.690000000000005,39.364999999999995,39.265,38.055,37.92,38.44,37.6,34.31,29.195,27.76,34.21,38.11,40.147368421052626,42.99,46.625
