zone_id,unit,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
1045,km/h,31.619999999999997,33.38,35.68,36.08,35.7,30.619999999999997,27.119999999999997,27.1,25.02,21.580000000000002,19.68,18.779999999999998,19.72,22.6,22.32,23.18,21.78,22.2,21.44,21.82,22.9,23.259999999999998,27.04,31.580000000000002
1047,km/h,36.5,40.32,41.8,42.739999999999995,41.88,30.340000000000003,26.060000000000002,23.28,22.56,22.380000000000003,22.44,22.04,22.56,22.64,20.18,21.1,22.22,21.740000000000002,21.18,22.7,26.339999999999996,28.920000000000005,33.660000000000004,33.620000000000005
1054,km/h,45.480000000000004,45.4,44.62,47.38,47.64,46.160000000000004,41.3,37.12,32.739999999999995,31.639999999999997,32.96,29.74,27.76,22.48,25.919999999999998,28.3,28.72,28.98,29.76,32.92,37.46,39.86,41.22,40.08
1055,km/h,50.96,48.839999999999996,47.82,54.720000000000006,55.839999999999996,54.760000000000005,52.94,48.260000000000005,44.38,44.12,41.54,40.42,38.5,30.72,37.08,38.480000000000004,35.339999999999996,33.54,33.88,38.82,42.14,46.68,48.32,49.8
1001044,km/h,42.18,44.2,43.660000000000004,45.58,44.559999999999995,42.2,41.06,35.9,32.22,28.32,24.580000000000002,20.740000000000002,18.7,17.34,20.78,23.14,25.9,26.24,27.18,32.980000000000004,36.14,39.32,40.28,40.44
1001045,km/h,42.64,43.54,44.58,46.18,44.12,43.42,41.06,37.58,34.739999999999995,33.4,32.480000000000004,32.9,32.6,28.26,28.32,27.32,28.119999999999997,28.619999999999997,31.3,35.4,38.3,40.04,40.92,40.54
1002381,km/h,45.6,46.8,46.82,48.68,48.44,46.42,41.239999999999995,35.8,32.06,28.26,27.8,28.48,22.880000000000003,19.96,21.96,22.439999999999998,24.979999999999997,23.86,25.44,30.26,36.3,39.86,42.56,44.379999999999995
1002382,km/h,45.660000000000004,48.019999999999996,48.660000000000004,49.14,48.519999999999996,46.42,42.78,38.0,34.18,32.739999999999995,29.9,27.32,23.52,22.68,22.419999999999998,22.82,24.24,23.660000000000004,27.24,33.86,36.32,39.68,42.14,44.0
