zone_id,unit,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
1045,km/h,34.485,36.765,36.325,36.410000000000004,33.97,31.665,27.305,23.415,22.515,21.735,20.240000000000002,19.395,19.305,19.285,21.525,21.47,20.065,18.975,18.105,20.28,23.595,25.22,27.6,30.355
1047,km/h,43.775,45.935,46.36,47.89,46.325,31.889999999999997,24.34,21.855,21.065,22.605,23.275,23.155,22.665,22.975,24.075,22.435,16.375,12.895,12.87,20.544999999999998,29.75,32.6,36.775,38.81
1054,km/h,46.839999999999996,46.705,47.864999999999995,48.980000000000004,48.38,43.695,36.214999999999996,30.755000000000003,30.455000000000002,35.114999999999995,36.155,36.03,35.805,35.7,35.71,34.445,32.660000000000004,30.314999999999998,27.835,34.765,40.114999999999995,41.410000000000004,43.915,45.95
1055,km/h,52.815,52.79,54.410000000000004,55.96,56.654999999999994,54.595000000000006,52.235,49.214999999999996,48.295,48.135000000000005,47.45,46.305,45.964999999999996,46.415,46.39,45.435,41.410000000000004,37.515,33.714999999999996,38.335,46.2,48.755,49.64,52.185
1001044,km/h,43.035000000000004,42.155,42.160000000000004,46.455,44.435,42.44,33.855000000000004,26.110000000000003,28.525,30.645,29.155,27.855,27.314999999999998,27.705000000000002,31.43,31.419999999999998,28.169999999999998,23.395,22.34,29.360000000000003,37.394999999999996,39.515,41.125,43.03
1001045,km/h,45.165,44.565,43.885000000000005,43.505,44.245,43.335,39.17,36.175,35.06,36.125,37.055,36.910000000000004,36.07,35.46,35.285000000000004,34.12,29.544999999999998,23.61,25.630000000000003,35.375,40.165,41.480000000000004,42.96,44.64
1002381,km/h,47.665,49.025,49.53,49.985,49.214999999999996,44.08,32.44,25.72,29.085,31.96,30.025,30.475,30.415,32.18,33.64,32.775,29.625,26.705000000000002,29.830000000000002,36.325,40.545,41.714999999999996,43.225,46.425
1002382,km/h,48.295,49.475,49.995,50.53,49.595,45.97,41.36,37.065,36.39,37.989999999999995,37.625,35.86,35.260000000000005,34.64,34.71,32.475,25.295,19.165,15.819999999999999,29.32,37.295,40.105000000000004,41.9,46.28
